descricao;ano_inicial;ano_final;anos_distintos;preco_inicial;preco_final;variacao_nominal_pct;ipca_periodo_pct;variacao_real_pct;diagnostico
DEXAMETASONA 2 MG SOL INJ. 1 ML;2016;2019;3;0.37;0.45;21.62;11.41;8.57;⚠️ Pressão de demanda — subiu acima do IPCA
RECAUCHUTAGEM DE PNEU 1000X20  LISO RADIAL;2017;2021;4;475.0;641.52;35.06;24.48;8.49;⚠️ Pressão de demanda — subiu acima do IPCA
OXÍMETRO DE PULSO CLIPE DE DEDO, PORTÁTIL;2018;2020;3;100.36;118.7;18.27;9.02;8.48;⚠️ Pressão de demanda — subiu acima do IPCA
PASTA ARQUIVO POLIPROPILENO;2021;2024;4;2.74;3.45;25.91;16.03;8.46;⚠️ Pressão de demanda — subiu acima do IPCA
S/C PEDAL CAD SYNCRUS G1/G2 NEW;2021;2025;5;445.89;585.0;31.2;20.97;8.45;⚠️ Pressão de demanda — subiu acima do IPCA
FENOBARBITAL 100MG/ML, INJETÁVEL, AMPOLA 2ML.;2019;2024;4;1.68;2.43;44.64;33.47;8.45;⚠️ Pressão de demanda — subiu acima do IPCA
ARO S/ PNEU C/ ROLETE FERRO 350 X 8;2015;2018;4;29.2;35.92;23.01;13.53;8.36;⚠️ Pressão de demanda — subiu acima do IPCA
DIÁRIA DE HOTEL PARA 01 (UM) DEPENDENTE MENOR DE IDADE, INCL;2021;2025;4;74.0;97.0;31.08;20.97;8.36;⚠️ Pressão de demanda — subiu acima do IPCA
ESFIGMOMANÔMETRO ADULTO;2018;2023;6;49.5;71.23;43.9;32.8;8.35;⚠️ Pressão de demanda — subiu acima do IPCA
ÁGUA DESTILADA 10ML AMPOLA.;2019;2024;5;0.14;0.2;42.43;33.47;8.33;⚠️ Pressão de demanda — subiu acima do IPCA
SONDA URETRAL Nº 06, DESCARTÁVEL;2015;2022;6;0.36;0.56;55.56;44.11;8.33;⚠️ Pressão de demanda — subiu acima do IPCA
SAIS DE REIDRATAÇÃO ORAL 3,5+1,5+2,9+20G/ENVELOPE. PÓ SACHÊ;2015;2021;4;0.36;0.53;47.6;36.22;8.33;⚠️ Pressão de demanda — subiu acima do IPCA
PAPEL OFF-SET;2015;2019;3;112.77;144.64;28.27;18.42;8.31;⚠️ Pressão de demanda — subiu acima do IPCA
ALMOTOLIA DE USO MÉDICO-HOSPITALAR;2015;2019;3;1.57;2.01;28.03;18.42;8.28;⚠️ Pressão de demanda — subiu acima do IPCA
RODIZIO EM PU - R011 (SILICONE);2018;2024;5;17.12;25.8;50.66;39.22;8.22;⚠️ Pressão de demanda — subiu acima do IPCA
PNEU NOVO 275/80X22,5 RADIAL LISO;2016;2021;4;1720.0;2385.0;38.66;28.16;8.2;⚠️ Pressão de demanda — subiu acima do IPCA
GLICONATO DE CÁLCIO 10% 10 ML;2019;2023;3;1.45;1.99;37.24;27.32;8.2;⚠️ Pressão de demanda — subiu acima do IPCA
AGUA SANITÁRIA 1 LITRO.;2018;2021;3;1.38;1.8;30.43;19.99;8.2;⚠️ Pressão de demanda — subiu acima do IPCA
BLOCO DE CONCRETO MODELO UNISTEIN/16 FACES/ONDA, COM 22 X 11 X 8 CM;2019;2025;6;35.0;52.7;50.57;39.16;8.19;⚠️ Pressão de demanda — subiu acima do IPCA
DICLOFENACO SÓDICO 25MG/ML, AMPOLA 3ML.;2019;2024;5;0.57;0.83;44.75;33.47;8.16;⚠️ Pressão de demanda — subiu acima do IPCA
CJ INTERRUPTOR 1 TECLA SIMPLES (INTERNA);2015;2021;6;4.79;7.06;47.39;36.22;8.14;⚠️ Pressão de demanda — subiu acima do IPCA
APARELHO DE AR CONDICIONADO TIPO SPLIT HI- WALL 30.000;2018;2022;3;3822.0;5244.5;37.22;26.94;8.1;⚠️ Pressão de demanda — subiu acima do IPCA
TELHA S/ AMIANTO 1,83 X 0,50 X 4MM;2015;2021;6;9.4;13.84;47.23;36.22;8.09;⚠️ Pressão de demanda — subiu acima do IPCA
RAÇÃO BALANCEADA PARA CAES ADULTOS;2015;2018;3;3.09;3.79;22.65;13.53;8.09;⚠️ Pressão de demanda — subiu acima do IPCA
SELO HOLOGRÁFICO;2018;2021;3;0.7;0.91;30.0;19.99;8.06;⚠️ Pressão de demanda — subiu acima do IPCA
ALGODÃO.;2015;2020;5;2.12;2.84;33.96;23.77;8.02;⚠️ Pressão de demanda — subiu acima do IPCA
ABOBORA TRONCO;2015;2025;9;2.0;3.56;78.0;64.79;8.0;⚠️ Pressão de demanda — subiu acima do IPCA
LUSTRA MÓVEIS.;2015;2021;5;2.38;3.5;47.06;36.22;7.98;⚠️ Pressão de demanda — subiu acima do IPCA
PONTA DE SERINGA TRÍPLICE DESCARTÁVEL;2020;2025;5;24.79;35.62;43.69;33.14;7.94;⚠️ Pressão de demanda — subiu acima do IPCA
ROLO LÃ DE CARNEIRO 23CM EPÓXI S/ CABO;2015;2018;4;11.9;14.58;22.48;13.53;7.9;⚠️ Pressão de demanda — subiu acima do IPCA
JOELHO SOLDÁVEL 75 X 45º;2015;2021;6;26.7;39.24;46.97;36.22;7.9;⚠️ Pressão de demanda — subiu acima do IPCA
LIMA PROTAPER UNIVERSAL  SORTIDO SX-F3 31MM;2020;2025;5;174.0;249.93;43.64;33.14;7.89;⚠️ Pressão de demanda — subiu acima do IPCA
PRATOS PLASTICO DESCARTAVEL PEQUENO COM 10 UN;2021;2024;4;2.25;2.82;25.33;16.03;7.88;⚠️ Pressão de demanda — subiu acima do IPCA
METIL PREDNISOLONA 125MG INJETAVEL;2016;2019;3;6.07;7.3;20.26;11.41;7.88;⚠️ Pressão de demanda — subiu acima do IPCA
NOTIFICAÇÃO LEI 8.666;2016;2019;4;5.0;6.0;20.0;11.41;7.87;⚠️ Pressão de demanda — subiu acima do IPCA
GELADEIRA;2016;2022;3;2045.0;2990.0;46.21;35.58;7.84;⚠️ Pressão de demanda — subiu acima do IPCA
SONDA ENDOTRAQUEAL EM PVC COM BALÃO Nº 4,0;2018;2022;5;3.47;4.76;37.18;26.94;7.84;⚠️ Pressão de demanda — subiu acima do IPCA
SONDA ENDOTRAQUEAL EM PVC COM BALÃO Nº 3,5;2018;2021;4;3.47;4.5;29.68;19.99;7.84;⚠️ Pressão de demanda — subiu acima do IPCA
SONDA ENDOTRAQUEAL EM PVC COM BALÃO Nº4,5;2018;2022;5;3.47;4.76;37.18;26.94;7.84;⚠️ Pressão de demanda — subiu acima do IPCA
ESPÉCULO VAGINAL, TIPO MINI DESCARTÁVEL;2015;2018;3;1.02;1.25;22.45;13.53;7.84;⚠️ Pressão de demanda — subiu acima do IPCA
CABO VGA PARA MONITOR 1,5MT;2016;2022;4;13.0;19.0;46.15;35.58;7.77;⚠️ Pressão de demanda — subiu acima do IPCA
ESCAVADEIRA DOOSAN DX225LC;2021;2025;5;16.5;21.5;30.3;20.97;7.76;⚠️ Pressão de demanda — subiu acima do IPCA
MÃO-FRANCESA REFORÇADA 20CM;2018;2021;3;7.51;9.7;29.16;19.99;7.72;⚠️ Pressão de demanda — subiu acima do IPCA
CLORETO DE SÓDIO 0,9%, AMPOLA 10ML.;2019;2024;5;0.16;0.22;40.96;33.47;7.69;⚠️ Pressão de demanda — subiu acima do IPCA
BIPERIDENO 2 MG;2016;2020;4;0.14;0.17;23.57;16.45;7.69;⚠️ Pressão de demanda — subiu acima do IPCA
BROCA DE ALTA ROTAÇÃO DIAMANTADA Nº3082;2015;2025;7;1.3;2.31;77.69;64.79;7.69;⚠️ Pressão de demanda — subiu acima do IPCA
BROCA DE ALTA ROTAÇÃO DIAMANTADA ESFÉRICA 1019;2015;2024;5;1.3;2.22;70.77;58.06;7.69;⚠️ Pressão de demanda — subiu acima do IPCA
ÁCIDO ASCÓRBICO 100MG/ML, INJETÁVEL, AMPOLA 5ML.;2019;2024;5;0.62;0.88;42.97;33.47;7.69;⚠️ Pressão de demanda — subiu acima do IPCA
BUPIVACAÍNA 0,5% COM VASOCONSTRITOR FRASCO COM 20 ML (EMBALAGEM ESTERILIZADA).;2021;2024;3;16.0;20.0;25.0;16.03;7.66;⚠️ Pressão de demanda — subiu acima do IPCA
SACO DE LIXO 130 LITROS;2018;2021;3;47.9;61.85;29.12;19.99;7.61;⚠️ Pressão de demanda — subiu acima do IPCA
PAPEL ALMAÇO QUADRICULADO 20X27,5 A4 (1X1CM).;2021;2023;3;8.81;10.5;19.18;10.68;7.57;⚠️ Pressão de demanda — subiu acima do IPCA
RESISTENCIA CIRCULAR AUTOCLAVE 21L GNATUS/SAEVO/D700/DABI;2022;2025;4;484.82;596.3;22.99;14.35;7.56;⚠️ Pressão de demanda — subiu acima do IPCA
ALBENDAZOL 400MG/ML SUSPENSÃO ORAL 10ML;2015;2023;5;0.8;1.29;61.25;50.77;7.5;⚠️ Pressão de demanda — subiu acima do IPCA
CAIXA INSPECAO PSASSAGEM ESGOTO;2015;2021;6;29.99;43.9;46.38;36.22;7.47;⚠️ Pressão de demanda — subiu acima do IPCA
ALICATE PERFURADOR AINSWORTH;2017;2020;4;65.0;79.0;21.54;13.1;7.46;⚠️ Pressão de demanda — subiu acima do IPCA
BALAO N°7;2020;2024;4;3.49;4.79;37.25;27.7;7.45;⚠️ Pressão de demanda — subiu acima do IPCA
BORRACHA  BRANCA ESCOLAR;2015;2022;6;5.5;8.52;54.91;44.11;7.45;⚠️ Pressão de demanda — subiu acima do IPCA
SEDATIVO INJETÁVEL - ACEPROMAZINA 0,2%;2020;2023;3;28.6;37.4;30.77;21.81;7.38;⚠️ Pressão de demanda — subiu acima do IPCA
APARELHO DE AR CONDICIONADO TIPO SPLIT HI-WALL CAP12.000 BTU;2018;2023;3;1752.0;2498.0;42.58;32.8;7.36;⚠️ Pressão de demanda — subiu acima do IPCA
GRAMPO PARA GRAMPEADOR EM AÇO GALVANIZADO 26/6;2015;2023;5;2.45;3.97;62.04;50.77;7.35;⚠️ Pressão de demanda — subiu acima do IPCA
FEIJAO PRETO;2015;2025;11;3.41;6.03;76.67;64.79;7.33;⚠️ Pressão de demanda — subiu acima do IPCA
COMPRESSA DE GAZE HIDRÓFILA 7,5 X 7,5 COM 9 FIOS;2016;2021;5;11.48;15.79;37.54;28.16;7.31;⚠️ Pressão de demanda — subiu acima do IPCA
ABÓBORA PAULISTA - NAS ESCOLAS;2021;2024;3;2.61;3.25;24.52;16.03;7.29;⚠️ Pressão de demanda — subiu acima do IPCA
CEFTRIAXONA 500 MG INTRAMUSCULAR (IM) INJETÁVEL.;2021;2024;3;7.3;9.09;24.52;16.03;7.28;⚠️ Pressão de demanda — subiu acima do IPCA
AMOXICILINA 500MG + ÁCIDO CLAVULCÂNICO 125MG;2016;2020;4;0.58;0.73;25.86;16.45;7.27;⚠️ Pressão de demanda — subiu acima do IPCA
FRESA DE TUNGSTÊNIO Nº 9354;2018;2020;3;44.47;52.0;16.93;9.02;7.25;⚠️ Pressão de demanda — subiu acima do IPCA
ALVEJANTE;2018;2021;4;8.0;10.3;28.75;19.99;7.23;⚠️ Pressão de demanda — subiu acima do IPCA
REFORMA (MATERIAL + MÃO DE OBRA) DE MOTOR DE PORTÃO ELETRÔNI;2019;2021;3;807.0;995.0;23.3;15.03;7.19;⚠️ Pressão de demanda — subiu acima do IPCA
NISTATINA 100.000 UI/ML SUSPENSÃO ORAL, FRASCO 50ML.;2019;2024;5;3.49;5.0;43.27;33.47;7.12;⚠️ Pressão de demanda — subiu acima do IPCA
FREEZER VERTICAL;2015;2025;6;1798.0;3173.9;76.52;64.79;7.12;⚠️ Pressão de demanda — subiu acima do IPCA
SALBUTAMOL 0,5MG/ML, INJETÁVEL, AMPOLA 1ML.;2019;2021;3;1.5;1.85;23.33;15.03;7.09;⚠️ Pressão de demanda — subiu acima do IPCA
GABINETE;2016;2020;3;239.0;298.0;24.69;16.45;7.08;⚠️ Pressão de demanda — subiu acima do IPCA
CONJUNTO DE BANDEIRA OFICIAL DAS ETNIAS (1,80M X 2,57M);2021;2024;3;950.0;1180.0;24.21;16.03;7.05;⚠️ Pressão de demanda — subiu acima do IPCA
CONJUNTO DE POLIMATIC PARA ROÇADEIRA FS 220;2015;2019;5;36.24;45.94;26.78;18.42;7.05;⚠️ Pressão de demanda — subiu acima do IPCA
ENVELOPE GRANDE TIMBRADO;2016;2019;3;0.75;0.9;20.0;11.41;7.04;⚠️ Pressão de demanda — subiu acima do IPCA
ÁLCOOL LÍQUIDO 70% 01 LITRO;2020;2024;3;4.25;5.8;36.47;27.7;7.0;⚠️ Pressão de demanda — subiu acima do IPCA
DISPENSER EM AÇO INOX PARA COPO 200 ML;2016;2019;3;35.9;42.8;19.22;11.41;6.99;⚠️ Pressão de demanda — subiu acima do IPCA
EXTINTOR PQS BC 06 KG NOVO;2015;2023;7;115.0;185.49;61.3;50.77;6.98;⚠️ Pressão de demanda — subiu acima do IPCA
"ETIQUE LABORATÓRIO DENGUE (PICOTADO);";2018;2020;3;10.3;12.0;16.5;9.02;6.95;⚠️ Pressão de demanda — subiu acima do IPCA
PAPEL FILME PVC;2018;2023;4;4.9;6.97;42.24;32.8;6.94;⚠️ Pressão de demanda — subiu acima do IPCA
CLIPS PARA PAPEL 8/0 CAIXA COM 25 UNIDADES.;2019;2024;3;1.2;1.7;41.67;33.47;6.93;⚠️ Pressão de demanda — subiu acima do IPCA
PAPEL TOALHA;2015;2023;6;3.42;5.5;61.05;50.77;6.88;⚠️ Pressão de demanda — subiu acima do IPCA
ALIMENTO A BASE DE SOJA - ORIGINAL - NA CENTRAL;2018;2021;3;4.79;6.14;28.18;19.99;6.87;⚠️ Pressão de demanda — subiu acima do IPCA
CODEINA + DICLOF SÓDICO 50MG+50MG CPR;2016;2019;3;3.26;3.88;19.02;11.41;6.84;⚠️ Pressão de demanda — subiu acima do IPCA
CHOCOLATE BRANCO PURO EM LASCAS;2020;2024;5;28.95;39.5;36.44;27.7;6.84;⚠️ Pressão de demanda — subiu acima do IPCA
FARINHA DE MANDIOCA CRUA;2018;2024;4;3.0;4.45;48.33;39.22;6.82;⚠️ Pressão de demanda — subiu acima do IPCA
BISCOITO SALGADO TIPO ÁGUA E SAL;2015;2018;3;6.01;7.29;21.3;13.53;6.82;⚠️ Pressão de demanda — subiu acima do IPCA
CHAPA ALUMINIO 60CM;2015;2021;6;24.4;35.5;45.49;36.22;6.8;⚠️ Pressão de demanda — subiu acima do IPCA
BUCHA REDUÇÃO ROSCAVEL 1 X 1/2 PVC;2015;2021;6;2.06;3.0;45.63;36.22;6.8;⚠️ Pressão de demanda — subiu acima do IPCA
TINTA ESMALTE SINTÉTICO, LINHA PREMIUM NA COR: BRANCO;2015;2017;3;44.5;52.0;16.85;9.43;6.79;⚠️ Pressão de demanda — subiu acima do IPCA
FOLHA EM EVA;2015;2019;3;0.74;0.94;27.03;18.42;6.76;⚠️ Pressão de demanda — subiu acima do IPCA
SONDA URETRAL Nº 12 DESCARTÁVEL;2018;2022;5;0.42;0.56;34.52;26.94;6.76;⚠️ Pressão de demanda — subiu acima do IPCA
ALGINATO;2015;2018;3;11.11;13.47;21.24;13.53;6.75;⚠️ Pressão de demanda — subiu acima do IPCA
KIT QUEIMADURA;2015;2017;3;68.5;80.0;16.79;9.43;6.73;⚠️ Pressão de demanda — subiu acima do IPCA
BROCA DIAMANTADA ESFÉRICA HASTE LONGA 1018;2021;2025;4;1.62;2.1;29.63;20.97;6.72;⚠️ Pressão de demanda — subiu acima do IPCA
TECIDO TNT;2020;2024;4;36.7;50.0;36.24;27.7;6.68;⚠️ Pressão de demanda — subiu acima do IPCA
ALHO - NAS ESCOLAS;2018;2023;4;21.48;30.44;41.68;32.8;6.68;⚠️ Pressão de demanda — subiu acima do IPCA
ACIDO ASCÓRBICO 100MG/ML INJ 5ML;2016;2020;5;0.47;0.6;26.85;16.45;6.67;⚠️ Pressão de demanda — subiu acima do IPCA
TRAZODONA RETARD (DONAREN RETARD) 150MG CPR;2016;2019;3;2.74;3.26;18.98;11.41;6.59;⚠️ Pressão de demanda — subiu acima do IPCA
UVA: TIPO RUBI, CACHOS BEM FORMADOS;2022;2024;3;10.72;12.54;16.98;9.68;6.59;⚠️ Pressão de demanda — subiu acima do IPCA
BENZILPENICILINA (600.000 UI);2018;2020;3;7.23;8.4;16.11;9.02;6.59;⚠️ Pressão de demanda — subiu acima do IPCA
FICHA DE ACOLHIMENTO CAPS II.;2018;2022;4;3.8;5.15;35.53;26.94;6.57;⚠️ Pressão de demanda — subiu acima do IPCA
VINIL PRETO SEMI-FOSCO OU ACETINADO (AUTOMOTIVO) - ROLO COM;2017;2020;3;348.5;420.0;20.52;13.1;6.55;⚠️ Pressão de demanda — subiu acima do IPCA
BOLETIM DE CAMPO FAD RG 01;2020;2023;3;2.28;2.96;29.82;21.81;6.52;⚠️ Pressão de demanda — subiu acima do IPCA
BUCHA DE REDUÇÃO PVC LONGA SOLD. 60 X 40 MM,NBR 5648.;2015;2021;6;5.99;8.69;45.08;36.22;6.51;⚠️ Pressão de demanda — subiu acima do IPCA
BISCOITO TIPO ROSQUINHA DE POLVILHO TRADICIONAL;2019;2025;3;45.8;67.9;48.25;39.16;6.51;⚠️ Pressão de demanda — subiu acima do IPCA
ADOÇANTE LIQUIDO 100ML;2015;2019;4;3.55;4.48;26.2;18.42;6.48;⚠️ Pressão de demanda — subiu acima do IPCA
CJ INTERRUPTOR 1 TECLA SIMPLES C/ TOMADA (INTERNA);2015;2021;6;7.75;11.24;45.03;36.22;6.45;⚠️ Pressão de demanda — subiu acima do IPCA
VERNIZ CAVITÁRIO;2015;2019;3;7.14;9.0;26.05;18.42;6.44;⚠️ Pressão de demanda — subiu acima do IPCA
CICLOPENTOLATO, CLORIDRATO 10MG/ML SOLUÇÃO OFTALMICA, FRASCO 5ML.;2021;2024;3;8.3;10.24;23.37;16.03;6.4;⚠️ Pressão de demanda — subiu acima do IPCA
CAIXA PADRAO BRANCO;2016;2020;3;1.5;1.86;24.0;16.45;6.38;⚠️ Pressão de demanda — subiu acima do IPCA
COXA E SOBRECOXA DE FRANGO, SEM OSSO E SEM PELE, CONGELADA;2023;2025;3;20.59;23.95;16.32;9.3;6.37;⚠️ Pressão de demanda — subiu acima do IPCA
CLOREXIDINA AQUOSA;2017;2022;6;1.39;1.95;40.29;31.69;6.3;⚠️ Pressão de demanda — subiu acima do IPCA
COMPRESSA CIRÚRGICA 45X50, TIPO CAMPO OPERATÓRIO, NÃO DESCAR;2019;2022;4;65.9;85.25;29.36;21.69;6.3;⚠️ Pressão de demanda — subiu acima do IPCA
DISPOSITIVO PARA INFUSÃO ENDOVENOSA, N° 19 (APELIDO SCALP);2015;2022;4;0.16;0.24;45.45;44.11;6.25;⚠️ Pressão de demanda — subiu acima do IPCA
COMPRESSOR PARA SPLIT 30000 BTUS;2015;2022;8;639.51;979.2;53.12;44.11;6.25;⚠️ Pressão de demanda — subiu acima do IPCA
FITA ADESIVA 12X10 COLORIDA NAS VARIAS CORES;2021;2024;3;0.44;0.53;20.45;16.03;6.25;⚠️ Pressão de demanda — subiu acima do IPCA
TONER C7115A HP 15A PRETO;2018;2022;5;559.1;753.9;34.84;26.94;6.23;⚠️ Pressão de demanda — subiu acima do IPCA
CARNE DEFUMADA;2015;2017;3;19.79;23.0;16.22;9.43;6.22;⚠️ Pressão de demanda — subiu acima do IPCA
MANGUEIRA PARA EXTINTOR CO2;2015;2023;7;25.0;40.02;60.09;50.77;6.2;⚠️ Pressão de demanda — subiu acima do IPCA
VALPROATO DE SÓDIO + ÁCIDO VALPRÓICO (TORVAL CR) 333MG+145MG;2016;2019;3;0.69;0.82;18.84;11.41;6.15;⚠️ Pressão de demanda — subiu acima do IPCA
GRAMPO PARA GRAMPEADOR 23/13;2016;2024;3;3.45;5.45;57.97;48.71;6.15;⚠️ Pressão de demanda — subiu acima do IPCA
CAFÉ;2016;2021;3;9.0;12.24;36.0;28.16;6.14;⚠️ Pressão de demanda — subiu acima do IPCA
LIXEIRA PLÁSTICA CAP 35L;2018;2021;3;25.5;32.48;27.37;19.99;6.14;⚠️ Pressão de demanda — subiu acima do IPCA
TIMOLOL, MALEATO 0,5% 5ML;2015;2018;3;0.98;1.18;20.31;13.53;6.12;⚠️ Pressão de demanda — subiu acima do IPCA
LUVA LR  25 X 1/2;2015;2018;4;0.99;1.19;20.2;13.53;6.06;⚠️ Pressão de demanda — subiu acima do IPCA
FILTRO DE PAPEL 103 CAIXA COM 40 UNIDADES;2015;2018;3;2.48;2.99;20.56;13.53;6.05;⚠️ Pressão de demanda — subiu acima do IPCA
RELATÓRIO SÓCIO ECONÔMICO;2018;2022;4;8.47;11.4;34.59;26.94;6.03;⚠️ Pressão de demanda — subiu acima do IPCA
"CANO COBRE 3/8;";2016;2021;5;12.0;16.31;35.92;28.16;6.02;⚠️ Pressão de demanda — subiu acima do IPCA
DIESEL S-10;2015;2018;4;2.99;3.6;20.41;13.53;6.02;⚠️ Pressão de demanda — subiu acima do IPCA
MOSTARDA FRASCO COM 200 GRAMAS;2022;2024;3;5.05;5.87;16.24;9.68;6.0;⚠️ Pressão de demanda — subiu acima do IPCA
SERINGA TRIPLICE DABI / GNATUS;2022;2024;3;191.93;223.0;16.19;9.68;5.94;⚠️ Pressão de demanda — subiu acima do IPCA
MANG. SVL COR CZ. DIAM.12,7 (1/2 CORRUGADA);2022;2025;4;14.85;18.0;21.21;14.35;5.92;⚠️ Pressão de demanda — subiu acima do IPCA
LUVA ESGOTO 75MM;2015;2018;4;2.8;3.36;20.18;13.53;5.89;⚠️ Pressão de demanda — subiu acima do IPCA
CLONIDINA 0,100MG CPR;2016;2020;4;0.18;0.22;22.13;16.45;5.88;⚠️ Pressão de demanda — subiu acima do IPCA
BALAS (CHOCOLATE, COCO, CARAMELO) EMBALAGEM 750G;2020;2024;5;12.45;16.84;35.26;27.7;5.86;⚠️ Pressão de demanda — subiu acima do IPCA
LÂMINA DE BISTURI Nº 15;2015;2021;3;23.58;34.0;44.19;36.22;5.85;⚠️ Pressão de demanda — subiu acima do IPCA
BASE DE BRITA GRADUADA;2015;2020;6;28.24;37.0;31.02;23.77;5.84;⚠️ Pressão de demanda — subiu acima do IPCA
CAPACITOR 380V 4 MF.;2015;2019;5;14.25;17.86;25.33;18.42;5.82;⚠️ Pressão de demanda — subiu acima do IPCA
CAIXA DE CONCRETO 30X30;2018;2023;5;34.86;48.99;40.53;32.8;5.81;⚠️ Pressão de demanda — subiu acima do IPCA
VARA EUCALIPTO PARA ARMAÇÃO;2015;2021;6;3.8;5.48;44.21;36.22;5.79;⚠️ Pressão de demanda — subiu acima do IPCA
ESPELHO CEDRO 12 CM;2015;2021;6;10.9;15.7;44.04;36.22;5.78;⚠️ Pressão de demanda — subiu acima do IPCA
AMACIANTE PARA TECIDOS 5 LITROS.;2018;2021;3;6.94;8.8;26.8;19.99;5.73;⚠️ Pressão de demanda — subiu acima do IPCA
LAMPADA ELETRÔNICA 60 WATS (ECONOMICA);2018;2021;3;43.84;55.6;26.82;19.99;5.71;⚠️ Pressão de demanda — subiu acima do IPCA
BROCA Nº 2135 F;2017;2019;3;1.92;2.19;14.06;8.22;5.71;⚠️ Pressão de demanda — subiu acima do IPCA
BANANA BRANCA, CONVENCIONAL - NAS ESCOLAS;2021;2024;3;4.07;5.0;22.85;16.03;5.69;⚠️ Pressão de demanda — subiu acima do IPCA
CABO PARA OTOSCÓPIO EM METAL 2,5V COMPATÍVEL COM MODELO MARK;2020;2022;3;147.9;181.99;23.05;16.43;5.68;⚠️ Pressão de demanda — subiu acima do IPCA
CHANTILLY;2018;2024;6;15.3;22.5;47.06;39.22;5.64;⚠️ Pressão de demanda — subiu acima do IPCA
M.BENZ/LS 1313(NACIONAL) 1979;2019;2025;7;8.0;11.75;46.88;39.16;5.63;⚠️ Pressão de demanda — subiu acima do IPCA
M. BENZ CAIO LO 916.ORE 2023 ÔNIBUS.;2022;2024;3;22.01;25.5;15.86;9.68;5.63;⚠️ Pressão de demanda — subiu acima do IPCA
M.BENZ/710 (NACIONAL) 2001;2019;2025;7;8.0;11.75;46.88;39.16;5.63;⚠️ Pressão de demanda — subiu acima do IPCA
FIAT SIENA 1.4 FIRE 8V FLEX 2021;2021;2023;3;34.64;40.48;16.87;10.68;5.6;⚠️ Pressão de demanda — subiu acima do IPCA
PASTA PARA POLIMENTO DE RESINA COMPOSTA;2015;2025;8;11.26;19.59;73.98;64.79;5.6;⚠️ Pressão de demanda — subiu acima do IPCA
COMPUTADOR BÁSICO COMPLETO;2019;2024;6;3080.0;4340.0;40.91;33.47;5.57;⚠️ Pressão de demanda — subiu acima do IPCA
CONECTOR RJ 45 CAT. 5E;2017;2021;5;0.99;1.3;31.31;24.48;5.56;⚠️ Pressão de demanda — subiu acima do IPCA
VARFARINA SÓDICA 5 MG;2015;2018;3;0.09;0.11;26.21;13.53;5.56;⚠️ Pressão de demanda — subiu acima do IPCA
CURVA DE PVC 90 2;2016;2020;3;2.1;2.59;23.33;16.45;5.56;⚠️ Pressão de demanda — subiu acima do IPCA
ISOSSORBIDA, DINITRATO 5MG CPR SUBLINGUAL, EM BLISTER.;2019;2024;5;0.22;0.3;40.5;33.47;5.56;⚠️ Pressão de demanda — subiu acima do IPCA
PORTA PAPEL HIGIÊNICO ROLÃO;2018;2021;4;22.1;28.0;26.7;19.99;5.55;⚠️ Pressão de demanda — subiu acima do IPCA
AUTOCLAVE 54 LITROS;2021;2025;3;17000.0;21700.0;27.65;20.97;5.52;⚠️ Pressão de demanda — subiu acima do IPCA
LAMPADA H3 12V X 55W;2016;2021;3;16.81;22.74;35.28;28.16;5.5;⚠️ Pressão de demanda — subiu acima do IPCA
ALGODÃO HIDRÓFILO, 100%.;2015;2021;5;7.1;10.2;43.66;36.22;5.49;⚠️ Pressão de demanda — subiu acima do IPCA
METRONIDAZOL 500MG/5G GELEIA VAGINAL, COM NO MINIMO 7 APLICA;2019;2023;4;4.1;5.5;34.15;27.32;5.49;⚠️ Pressão de demanda — subiu acima do IPCA
PAPEL DUPLEX;2015;2023;6;0.55;0.87;58.18;50.77;5.45;⚠️ Pressão de demanda — subiu acima do IPCA
ALIMENTO PARA LACTENTES MENORES DE UM ANO DE IDADE COM INTOL;2016;2020;4;18.16;22.3;22.8;16.45;5.44;⚠️ Pressão de demanda — subiu acima do IPCA
ASSOALHO EUCALIPTO 1°;2015;2021;6;39.0;56.0;43.59;36.22;5.41;⚠️ Pressão de demanda — subiu acima do IPCA
CORRETIVO LÍQUIDO.;2015;2018;4;7.97;9.54;19.7;13.53;5.4;⚠️ Pressão de demanda — subiu acima do IPCA
CHAVE PARA ILUMINAÇÃO PÚBLICA BIPOLAR 50 AMPERES;2015;2021;6;142.31;204.33;43.58;36.22;5.4;⚠️ Pressão de demanda — subiu acima do IPCA
SUPORTE PARA COPO 180 ML;2021;2024;3;27.6;33.75;22.28;16.03;5.38;⚠️ Pressão de demanda — subiu acima do IPCA
ACIDO VALPROICO 50MG/ML SOL. ORAL 100ML;2016;2020;4;2.0;2.45;22.5;16.45;5.32;⚠️ Pressão de demanda — subiu acima do IPCA
FICHA DE ACOLHIMENTO CAPS III;2018;2022;4;3.85;5.15;33.77;26.94;5.31;⚠️ Pressão de demanda — subiu acima do IPCA
ALICATE ORTODÔNTICO BICO DE PAPAGAIO 137;2020;2025;6;69.0;96.73;40.19;33.14;5.29;⚠️ Pressão de demanda — subiu acima do IPCA
SALGADO FRITO TIPO RISOLES DE CARNE;2015;2018;4;48.69;58.2;19.53;13.53;5.28;⚠️ Pressão de demanda — subiu acima do IPCA
HEPARINA 5000 UI/0,25ML INJETÁVEL, AMPOLA.;2019;2024;4;4.28;6.0;40.19;33.47;5.26;⚠️ Pressão de demanda — subiu acima do IPCA
